Bengali,Meitei Mayek
নীংশিংদ্রে,ꯅꯤꯡꯁꯤꯡꯗꯔ꯭ꯦ
ক্লষ্টরশীং,ꯀꯂ꯭ꯁꯇꯔꯁꯤꯡ
পিথক্নবশীং,ꯄꯤꯊꯛꯅꯕꯁꯤꯡ
থাদোক্পিনি,ꯊꯥꯗꯣꯛꯄꯤꯅꯤ
রিতার্দেসন,ꯔꯤꯇꯥꯔꯗꯦꯁꯟ
মিনিষ্ট্রি,ꯃꯤꯅꯤꯁꯇꯔ꯭ꯤ
কাঙ্খুন্দা,ꯀꯥꯡꯈꯨꯟꯗꯥ
পার্টশীংগী,ꯄꯥꯔꯇꯁꯤꯡꯒꯤ
গোবর্নেন্স,ꯒꯣꯕꯔꯅꯦꯟꯁ
চাইল্ডকেয়র,ꯆꯥꯏꯜꯗꯀꯦꯌꯔ
কন্ট্রাষ্ট,ꯀꯟꯇꯔ꯭ꯥꯁꯇ
ষ্টাফশিংবু,ꯁꯇ꯭ꯥꯐꯁꯤꯡꯕꯨ
কেতেগোরিগী,ꯀꯦꯇꯦꯒꯣꯔꯤꯒꯤ
উচেক্শিংগি,ꯎꯆꯦꯛꯁꯤꯡꯒꯤ
পান্জিদুসু,ꯄꯥꯟꯖꯤꯗꯨꯁꯨ
তৌরিবশিংবু,ꯇꯧꯔꯤꯕꯁꯤꯡꯕꯨ
পিশীন্নবগী,ꯄꯤꯁꯤꯟꯅꯕꯒꯤ
মীরোল্লিঙৈ,ꯃꯤꯔꯣꯜꯂꯤꯉꯩ
শিন্খ্রেদো,ꯁꯤꯟꯈꯔ꯭ꯦꯗꯣ
ব্রাউসরশিং,ꯕꯔ꯭ꯥꯎꯁꯔꯁꯤꯡ
খল্লকান্দা,ꯈꯜꯂꯀꯥꯟꯗꯥ
সিএসটিটিগী,ꯁꯤꯑꯦꯁꯇꯤꯇꯤꯒꯤ
সিগ্নেচরগী,ꯁꯤꯒꯅꯦꯆꯔꯒꯤ
কদোম্দগীনো,ꯀꯗꯣꯝꯗꯒꯤꯅꯣ
দিজাষ্টরগী,ꯗꯤꯖꯥꯁꯇꯔꯒꯤ
স্বর্নভারত,ꯁꯋ꯭ꯔꯅꯚꯥꯔꯠ
সিরিঞ্জশীং,ꯁꯤꯔꯤꯟꯖꯁꯤꯡ
লৈবাক্সিগী,ꯂꯩꯕꯥꯛꯁꯤꯒꯤ
ফোংদোক্কনি,ꯐꯣꯡꯗꯣꯛꯀꯅꯤ
দিনোমিনেসন,ꯗꯤꯅꯣꯃꯤꯅꯦꯁꯟ
বেন্দেজশীং,ꯕꯦꯟꯗꯦꯖꯁꯤꯡ
খৃষ্টমাসকী,ꯈꯔ꯭ꯤꯁꯇꯃꯥꯁꯀꯤ
অল্টরনেটিভ,ꯑꯜꯇꯔꯅꯦꯇꯤꯚ
কেল্হৌরেদো,ꯀꯦꯜꯍꯧꯔꯦꯗꯣ
থৌরাংশীংগী,ꯊꯧꯔꯥꯡꯁꯤꯡꯒꯤ
রাজ্যশীংগী,ꯔꯥꯖꯌ꯭ꯁꯤꯡꯒꯤ
শিহল্লিবসি,ꯁꯤꯍꯜꯂꯤꯕꯁꯤ
এন্টিভাইরস,ꯑꯦꯟꯇꯤꯚꯥꯏꯔꯁ
খোন্জেল্না,ꯈꯣꯟꯖꯦꯜꯅꯥ
য়ারক্ত্রে,ꯌꯥꯔꯛꯇꯔ꯭ꯦ
ৱাইরম্গাসু,ꯋꯥꯏꯔꯝꯒꯥꯁꯨ
তোংবীগদবনি,ꯇꯣꯡꯕꯤꯒꯗꯕꯅꯤ
ষ্টেন্দর্দ,ꯁꯇ꯭ꯦꯟꯗꯔꯗ
সাইবরলোশীং,ꯁꯥꯏꯕꯔꯂꯣꯁꯤꯡ
ৱানিংঙাইগী,ꯋꯥꯅꯤꯡꯉꯥꯏꯒꯤ
মোনোক্সাইদ,ꯃꯣꯅꯣꯛꯁꯥꯏꯗ
নান্থোক্পা,ꯅꯥꯟꯊꯣꯛꯄꯥ
হায়রোইদবগী,ꯍꯥꯌꯔꯣꯏꯗꯕꯒꯤ
লাইওংশীংগী,ꯂꯥꯏꯑꯣꯡꯁꯤꯡꯒꯤ
মোলেষ্টেসন,ꯃꯣꯂꯦꯁꯇꯦꯁꯟ
পেষ্টিসাইদ,ꯄꯦꯁꯇꯤꯁꯥꯏꯗ
কম্প্যুটিং,ꯀꯝꯄꯌ꯭ꯨꯇꯤꯡ
লোইথোক্চরে,ꯂꯣꯏꯊꯣꯛꯆꯔꯦ
শন্দোক্কনু,ꯁꯟꯗꯣꯛꯀꯅꯨ
চেক্সিল্লু,ꯆꯦꯛꯁꯤꯜꯂꯨ
ৱাইশিন্নরে,ꯋꯥꯏꯁꯤꯟꯅꯔꯦ
ওন্থোক্নসু,ꯑꯣꯟꯊꯣꯛꯅꯁꯨ
লাইব্রেরীজ,ꯂꯥꯏꯕꯔ꯭ꯦꯔꯤꯖ
মোসক্যুইটো,ꯃꯣꯁꯀꯌ꯭ꯨꯏꯇꯣ
ভেরিফিকেসন,ꯚꯦꯔꯤꯐꯤꯀꯦꯁꯟ
থৌশাবিদ্রে,ꯊꯧꯁꯥꯕꯤꯗꯔ꯭ꯦ
অঙাংশিংদগী,ꯑꯉꯥꯡꯁꯤꯡꯗꯒꯤ
চাউশাংগৎলি,ꯆꯥꯎꯁꯥꯡꯒꯠꯂꯤ
মাইগ্রেন্ট,ꯃꯥꯏꯒꯔ꯭ꯦꯟꯇ
সংস্কৃতিগী,ꯁꯪꯁꯀꯔ꯭ꯤꯇꯤꯒꯤ
ফোর্টিফাইদ,ꯐꯣꯔꯇꯤꯐꯥꯏꯗ
তাদবাচিংগী,ꯇꯥꯗꯕꯥꯆꯤꯡꯒꯤ
ড্ডত্মঝঞ্ঝ,ꯗꯗ꯭ꯠꯃꯓꯟꯓ
চেসবোক্সিং,ꯆꯦꯁꯕꯣꯛꯁꯤꯡ
থাংমৈবঃদবু,ꯊꯥꯡꯃꯩꯕঃꯗꯕꯨ
হরাওরবোইরে,ꯍꯔꯥꯑꯣꯔꯕꯣꯏꯔꯦ
নুপাশীংদগী,ꯅꯨꯄꯥꯁꯤꯡꯗꯒꯤ
মিজোরাম্না,ꯃꯤꯖꯣꯔꯥꯝꯅꯥ
থদগদৌরিবনি,ꯊꯗꯒꯗꯧꯔꯤꯕꯅꯤ
পিজরোইদবনি,ꯄꯤꯖꯔꯣꯏꯗꯕꯅꯤ
কার্দশীংবু,ꯀꯥꯔꯗꯁꯤꯡꯕꯨ
চত্খিরম্মী,ꯆꯠꯈꯤꯔꯝꯃꯤ
টেষ্টশীংনি,ꯇꯦꯁꯇꯁꯤꯡꯅꯤ
ত্রিপুরাদি,ꯇꯔ꯭ꯤꯄꯨꯔꯥꯗꯤ
ইন্তিগ্রেট,ꯏꯟꯇꯤꯒꯔ꯭ꯦꯠ
মেথোদোলোজি,ꯃꯦꯊꯣꯗꯣꯂꯣꯖꯤ
হায়্জরুববু,ꯍꯥꯌꯖꯔꯨꯕꯕꯨ
লাইফষ্টাইল,ꯂꯥꯏꯐꯁꯇꯥꯏꯜ
অমাংবশীংগী,ꯑꯃꯥꯡꯕꯁꯤꯡꯒꯤ
খংদোক্নবগী,ꯈꯪꯗꯣꯛꯅꯕꯒꯤ
স্পোন্সর্দ,ꯁꯄ꯭ꯣꯟꯁꯔꯗ
মমীত্শিংদু,ꯃꯃꯤꯠꯁꯤꯡꯗꯨ
থৌগত্কদবনি,ꯊꯧꯒꯠꯀꯗꯕꯅꯤ
ক্রাম্পশীং,ꯀꯔ꯭ꯥꯝꯄꯁꯤꯡ
থোখল্লক্পা,ꯊꯣꯈꯜꯂꯛꯄꯥ
পোত্থাবীয়ু,ꯄꯣꯠꯊꯥꯕꯤꯌꯨ
পেরোক্সাইদ,ꯄꯦꯔꯣꯛꯁꯥꯏꯗ
অৱাংনোংচুপ,ꯑꯋꯥꯡꯅꯣꯡꯆꯨꯞ
মাইকৈদগীসু,ꯃꯥꯏꯀꯩꯗꯒꯤꯁꯨ
প্রদক্টশিং,ꯄꯔ꯭ꯗꯛꯇꯁꯤꯡ
তিন্নরম্মী,ꯇꯤꯟꯅꯔꯝꯃꯤ
ইলিমেন্টেল,ꯏꯂꯤꯃꯦꯟꯇꯦꯜ
হায়রোইদবনি,ꯍꯥꯌꯔꯣꯏꯗꯕꯅꯤ
পায়খৎখ্রে,ꯄꯥꯌꯈꯠꯈꯔ꯭ꯦ
তাহৌররিরোই,ꯇꯥꯍꯧꯔꯔꯤꯔꯣꯏ
কারক্পোইরে,ꯀꯥꯔꯛꯄꯣꯏꯔꯦ
ফাষ্টত্রেক,ꯐꯥꯁꯇꯇꯔ꯭ꯦꯛ
দিএক্টিভেট,ꯗꯤꯑꯦꯛꯇꯤꯚꯦꯠ
ছাত্রশীংসু,ꯁꯥꯇꯔ꯭ꯁꯤꯡꯁꯨ
কোন্দ্রবদি,ꯀꯣꯟꯗꯔ꯭ꯕꯗꯤ
পেন্নিংঙাই,ꯄꯦꯟꯅꯤꯡꯉꯥꯏ
ষ্টারশিংগী,ꯁꯇ꯭ꯥꯔꯁꯤꯡꯒꯤ
ত্রান্সমিট,ꯇꯔ꯭ꯥꯟꯁꯃꯤꯠ
মীরৈবাক্তা,ꯃꯤꯔꯩꯕꯥꯛꯇꯥ
সর্ভিসেসকী,ꯁꯔꯚꯤꯁꯦꯁꯀꯤ
কিন্থহল্লি,ꯀꯤꯟꯊꯍꯜꯂꯤ
সর্ভেশীংগী,ꯁꯔꯚꯦꯁꯤꯡꯒꯤ
বিহেভিয়রগী,ꯕꯤꯍꯦꯚꯤꯌꯔꯒꯤ
কোলোষ্ট্রম,ꯀꯣꯂꯣꯁꯇꯔ꯭ꯝ
বেঙ্গলোরগী,ꯕꯦꯡꯒꯂꯣꯔꯒꯤ
নুপীশীংদসু,ꯅꯨꯄꯤꯁꯤꯡꯗꯁꯨ
কৈদৌদোরিনো,ꯀꯩꯗꯧꯗꯣꯔꯤꯅꯣ
হায়্রিসিবো,ꯍꯥꯌꯔ꯭ꯤꯁꯤꯕꯣ
ষ্টেবিলিটি,ꯁꯇ꯭ꯦꯕꯤꯂꯤꯇꯤ
হায়্রক্পোই,ꯍꯥꯌꯔ꯭ꯛꯄꯣꯏ
থৌদাংশীংসু,ꯊꯧꯗꯥꯡꯁꯤꯡꯁꯨ
চামিন্নবদি,ꯆꯥꯃꯤꯟꯅꯕꯗꯤ
দিস্ক্রিসন,ꯗꯤꯁꯀꯔ꯭ꯤꯁꯟ
লাউরক্পদগী,ꯂꯥꯎꯔꯛꯄꯗꯒꯤ
পীশিন্নবগী,ꯄꯤꯁꯤꯟꯅꯕꯒꯤ
লৈবাক্তুগী,ꯂꯩꯕꯥꯛꯇꯨꯒꯤ
থাদোক্নবগী,ꯊꯥꯗꯣꯛꯅꯕꯒꯤ
পর্মেনেন্ট,ꯄꯔꯃꯦꯅꯦꯟꯇ
ব্রাউজরদগী,ꯕꯔ꯭ꯥꯎꯖꯔꯗꯒꯤ
হন্খিরম্মী,ꯍꯟꯈꯤꯔꯝꯃꯤ
চান্নগদবনি,ꯆꯥꯟꯅꯒꯗꯕꯅꯤ
লিথোস্ফিয়র,ꯂꯤꯊꯣꯁꯐꯤꯌꯔ
ফ্লেক্সসিদ,ꯐꯂ꯭ꯦꯛꯁꯁꯤꯗ
পোক্ত্রেদো,ꯄꯣꯛꯇꯔ꯭ꯦꯗꯣ
নুপাশীংদসু,ꯅꯨꯄꯥꯁꯤꯡꯗꯁꯨ
রিস্কশীংসু,ꯔꯤꯁꯀꯁꯤꯡꯁꯨ
ন্বাহল্লি,ꯅꯋ꯭ꯥꯍꯜꯂꯤ
চন্দ্রাবলি,ꯆꯟꯗꯔ꯭ꯥꯕꯂꯤ
পিয়রতুপিয়র,ꯄꯤꯌꯔꯇꯨꯄꯤꯌꯔ
সবজেক্টশিং,ꯁꯕꯖꯦꯛꯇꯁꯤꯡ
বিল্ডীংশীং,ꯕꯤꯜꯗꯤꯡꯁꯤꯡ
সরকারশিংগী,ꯁꯔꯀꯥꯔꯁꯤꯡꯒꯤ
হোমোজেনিটি,ꯍꯣꯃꯣꯖꯦꯅꯤꯇꯤ
মল্টিচেনেল,ꯃꯜꯇꯤꯆꯦꯅꯦꯜ
য়াওখিদ্রে,ꯌꯥꯑꯣꯈꯤꯗꯔ꯭ꯦ
মেনিপুলেসন,ꯃꯦꯅꯤꯄꯨꯂꯦꯁꯟ
তোক্খ্রেদো,ꯇꯣꯛꯈꯔ꯭ꯦꯗꯣ
ইন্ত্রান্স,ꯏꯟꯇꯔ꯭ꯥꯟꯁ
মেটাবোলাইজ,ꯃꯦꯇꯥꯕꯣꯂꯥꯏꯖ
পায়খত্কনি,ꯄꯥꯌꯈꯠꯀꯅꯤ
শাবুংশাবুং,ꯁꯥꯕꯨꯡꯁꯥꯕꯨꯡ
নিংশিংবদসু,ꯅꯤꯡꯁꯤꯡꯕꯗꯁꯨ
কম্মর্চারি,ꯀꯝꯃꯔꯆꯥꯔꯤ
রিফোর্মশীং,ꯔꯤꯐꯣꯔꯃꯁꯤꯡ
মল্টিষ্টেপ,ꯃꯜꯇꯤꯁꯇꯦꯞ
ৱাইহন্নবগী,ꯋꯥꯏꯍꯟꯅꯕꯒꯤ
তপ্থবীখিসি,ꯇꯞꯊꯕꯤꯈꯤꯁꯤ
শেৎলোইদবনি,ꯁꯦꯠꯂꯣꯏꯗꯕꯅꯤ
শিজিন্নবগী,ꯁꯤꯖꯤꯟꯅꯕꯒꯤ
পোষ্টনেটেল,ꯄꯣꯁꯇꯅꯦꯇꯦꯜ
সিষ্টেমাইজ,ꯁꯤꯁꯇꯦꯃꯥꯏꯖ
দ্রাফসবমিট,ꯗꯔ꯭ꯥꯐꯁꯕꯃꯤꯠ
তাংখক্তদগী,ꯇꯥꯡꯈꯛꯇꯗꯒꯤ
সবোর্দিনেট,ꯁꯕꯣꯔꯗꯤꯅꯦꯠ
লৌশিংগ্যান,ꯂꯧꯁꯤꯡꯒꯌ꯭ꯥꯟ
মীরোল্লবদি,ꯃꯤꯔꯣꯜꯂꯕꯗꯤ
ফোঙ্দোক্খি,ꯐꯣꯡꯗꯣꯛꯈꯤ
গোভর্নান্স,ꯒꯣꯚꯔꯅꯥꯟꯁ
অশাংবশিংদু,ꯑꯁꯥꯡꯕꯁꯤꯡꯗꯨ
এমেনিটিশীং,ꯑꯦꯃꯦꯅꯤꯇꯤꯁꯤꯡ
অরথ্রাইটিক,ꯑꯔꯊꯔ꯭ꯥꯏꯇꯤꯛ
থৌদাংশিংবু,ꯊꯧꯗꯥꯡꯁꯤꯡꯕꯨ
হোর্দিংশিং,ꯍꯣꯔꯗꯤꯡꯁꯤꯡ
ভেক্সিন্না,ꯚꯦꯛꯁꯤꯟꯅꯥ
শুমাংথেলোং,ꯁꯨꯃꯥꯡꯊꯦꯂꯣꯡ
শিন্খ্রগনি,ꯁꯤꯟꯈꯔ꯭ꯒꯅꯤ
কন্সপিরেসি,ꯀꯟꯁꯄꯤꯔꯦꯁꯤ
রেক্টেঙ্গল,ꯔꯦꯛꯇꯦꯡꯒꯜ
বাইওফিদবেক,ꯕꯥꯏꯑꯣꯐꯤꯗꯕꯦꯛ
ওরিএন্তেশন,ꯑꯣꯔꯤꯑꯦꯟꯇꯦꯁꯟ
প্রোতোতাইপ,ꯄꯔ꯭ꯣꯇꯣꯇꯥꯏꯞ
অশিবগুম্না,ꯑꯁꯤꯕꯒꯨꯝꯅꯥ
হাপ্চিল্লি,ꯍꯥꯞꯆꯤꯜꯂꯤ
হার্মোনাইজ,ꯍꯥꯔꯃꯣꯅꯥꯏꯖ
প্রোটেক্সন,ꯄꯔ꯭ꯣꯇꯦꯛꯁꯟ
ওইন্টমেন্ট,ꯑꯣꯏꯟꯇꯃꯦꯟꯇ
মোর্টেলিটি,ꯃꯣꯔꯇꯦꯂꯤꯇꯤ
মেদিকেল্লি,ꯃꯦꯗꯤꯀꯦꯜꯂꯤ
ফিষ্টুলানি,ꯐꯤꯁꯇꯨꯂꯥꯅꯤ
ওপোজিসন্না,ꯑꯣꯄꯣꯖꯤꯁꯟꯅꯥ
পুথোক্নগনি,ꯄꯨꯊꯣꯛꯅꯒꯅꯤ
টেষ্টশীংগী,ꯇꯦꯁꯇꯁꯤꯡꯒꯤ
আর্টেরিটিস,ꯑꯥꯔꯇꯦꯔꯤꯇꯤꯁ
চিঞ্জাক্তা,ꯆꯤꯟꯖꯥꯛꯇꯥ
পীরিবসিদগী,ꯄꯤꯔꯤꯕꯁꯤꯗꯒꯤ
থেত্চিন্খি,ꯊꯦꯠꯆꯤꯟꯈꯤ
লিঙ্কেজশীং,ꯂꯤꯡꯀꯦꯖꯁꯤꯡ
মেলেরিয়ানি,ꯃꯦꯂꯦꯔꯤꯌꯥꯅꯤ
ষ্টেন্দবাই,ꯁꯇ꯭ꯦꯟꯗꯕꯥꯏ
ওইরক্কল্লি,ꯑꯣꯏꯔꯛꯀꯜꯂꯤ
মীহুৎশীংবু,ꯃꯤꯍꯨꯠꯁꯤꯡꯕꯨ
পীথক্কদবনি,ꯄꯤꯊꯛꯀꯗꯕꯅꯤ
কোর্তশীংগী,ꯀꯣꯔꯇꯁꯤꯡꯒꯤ
এগ্রিমেন্ট,ꯑꯦꯒꯔ꯭ꯤꯃꯦꯟꯇ
রিসাইলেন্স,ꯔꯤꯁꯥꯏꯂꯦꯟꯁ
মৌদরামাথোই,ꯃꯧꯗꯔꯥꯃꯥꯊꯣꯏ
লিঙ্কশীংগী,ꯂꯤꯡꯀꯁꯤꯡꯒꯤ
প্রিভেন্সন,ꯄꯔ꯭ꯤꯚꯦꯟꯁꯟ
তৌমীন্নগনি,ꯇꯧꯃꯤꯟꯅꯒꯅꯤ
চাওখৎথৌরাং,ꯆꯥꯑꯣꯈꯠꯊꯧꯔꯥꯡ
পোক্ত্রিঙৈ,ꯄꯣꯛꯇꯔ꯭ꯤꯉꯩ
য়ূনিভর্সেল,ꯌꯨꯅꯤꯚꯔꯁꯦꯜ
লুখ্রাবীদু,ꯂꯨꯈꯔ꯭ꯥꯕꯤꯗꯨ
তৌরোইদবশীং,ꯇꯧꯔꯣꯏꯗꯕꯁꯤꯡ
শোয়নাইবদগী,ꯁꯣꯌꯅꯥꯏꯕꯗꯒꯤ
লৌথবীরম্মু,ꯂꯧꯊꯕꯤꯔꯝꯃꯨ
লৈরুরবোইরে,ꯂꯩꯔꯨꯔꯕꯣꯏꯔꯦ
নুপীশীংদগী,ꯅꯨꯄꯤꯁꯤꯡꯗꯒꯤ
দাইওক্সাইদ,ꯗꯥꯏꯑꯣꯛꯁꯥꯏꯗ
শারুক্পুদি,ꯁꯥꯔꯨꯛꯄꯨꯗꯤ
মায়োক্নরে,ꯃꯥꯌꯣꯛꯅꯔꯦ
ফোটোগ্রাফি,ꯐꯣꯇꯣꯒꯔ꯭ꯥꯐꯤ
মাঙ্গোল্গী,ꯃꯥꯡꯒꯣꯜꯒꯤ
হাংদোক্কনি,ꯍꯥꯡꯗꯣꯛꯀꯅꯤ
নোঙ্দম্দগী,ꯅꯣꯡꯗꯝꯗꯒꯤ
ফোরেষ্ট্রি,ꯐꯣꯔꯦꯁꯇꯔ꯭ꯤ
মীদুদখক্তা,ꯃꯤꯗꯨꯗꯈꯛꯇꯥ
ফোংলোইদবনি,ꯐꯣꯡꯂꯣꯏꯗꯕꯅꯤ
হেমোরেজশীং,ꯍꯦꯃꯣꯔꯦꯖꯁꯤꯡ
প্রোএক্টিভ,ꯄꯔ꯭ꯣꯑꯦꯛꯇꯤꯚ
এক্সওফিসিও,ꯑꯦꯛꯁꯑꯣꯐꯤꯁꯤꯑꯣ
বিল্ডিংশিং,ꯕꯤꯜꯗꯤꯡꯁꯤꯡ
কেন্সেলেসন,ꯀꯦꯟꯁꯦꯂꯦꯁꯟ
চেলেঞ্জশিং,ꯆꯦꯂꯦꯟꯖꯁꯤꯡ
এসর্টিভনেস,ꯑꯦꯁꯔꯇꯤꯚꯅꯦꯁ
মরীংজেল্গী,ꯃꯔꯤꯡꯖꯦꯜꯒꯤ
হায়্জরম্মী,ꯍꯥꯌꯖꯔꯝꯃꯤ
হায়দ্রোজেন,ꯍꯥꯌꯗꯔ꯭ꯣꯖꯦꯟ
জর্মশীংদগী,ꯖꯔꯃꯁꯤꯡꯗꯒꯤ
তেম্পোরেরি,ꯇꯦꯝꯄꯣꯔꯦꯔꯤ
ফিদম্নিঙাই,ꯐꯤꯗꯝꯅꯤꯉꯥꯏ
মখাগীশিংসি,ꯃꯈꯥꯒꯤꯁꯤꯡꯁꯤ
লামায়শিংগী,ꯂꯥꯃꯥꯌꯁꯤꯡꯒꯤ
কেনিবালিজম,ꯀꯦꯅꯤꯕꯥꯂꯤꯖꯝ
লোয়্নরক্পা,ꯂꯣꯌꯅꯔꯛꯄꯥ
রিসোর্সফুল,ꯔꯤꯁꯣꯔꯁꯐꯨꯜ
খোংগ্রাওগী,ꯈꯣꯡꯒꯔ꯭ꯥꯑꯣꯒꯤ
প্রোসিজরগী,ꯄꯔ꯭ꯣꯁꯤꯖꯔꯒꯤ
ইণ্ডষ্ট্রি,ꯏꯟꯗꯁꯇꯔ꯭ꯤ
শান্নগল্লি,ꯁꯥꯟꯅꯒꯜꯂꯤ
এটেন্দেন্ট,ꯑꯦꯇꯦꯟꯗꯦꯟꯇ
লায়েংগদবনি,ꯂꯥꯌꯦꯡꯒꯗꯕꯅꯤ
ওফিসশীংশীং,ꯑꯣꯐꯤꯁꯁꯤꯡꯁꯤꯡ
তঙায়ফদবদু,ꯇꯉꯥꯌꯐꯗꯕꯗꯨ
চেক্সিন্না,ꯆꯦꯛꯁꯤꯟꯅꯥ
একাউন্টেবল,ꯑꯦꯀꯥꯎꯟꯇꯦꯕꯜ
বাইওএক্টিভ,ꯕꯥꯏꯑꯣꯑꯦꯛꯇꯤꯚ
তৌবখক্তদসু,ꯇꯧꯕꯈꯛꯇꯗꯁꯨ
নোর্মশীংগী,ꯅꯣꯔꯃꯁꯤꯡꯒꯤ
সেটিংশীংদু,ꯁꯦꯇꯤꯡꯁꯤꯡꯗꯨ
ঙল্লিঙৈদগী,ꯉꯜꯂꯤꯉꯩꯗꯒꯤ
হাঞ্জিল্লু,ꯍꯥꯟꯖꯤꯜꯂꯨ
রাইনোভাইরস,ꯔꯥꯏꯅꯣꯚꯥꯏꯔꯁ
সর্ভিলেন্স,ꯁꯔꯚꯤꯂꯦꯟꯁ
স্পোরশীংগী,ꯁꯄ꯭ꯣꯔꯁꯤꯡꯒꯤ
খাজনাশিংগী,ꯈꯥꯖꯅꯥꯁꯤꯡꯒꯤ
ফাগৎখিবনি,ꯐꯥꯒꯠꯈꯤꯕꯅꯤ
লৌথোক্কদগে,ꯂꯧꯊꯣꯛꯀꯗꯒꯦ
মৌদরানিপান,ꯃꯧꯗꯔꯥꯅꯤꯄꯥꯟ
এভালান্সেস,ꯑꯦꯚꯥꯂꯥꯟꯁꯦꯁ
ত্রেন্চশীং,ꯇꯔ꯭ꯦꯟꯆꯁꯤꯡ
গুৱাহাটিগী,ꯒꯨꯋꯥꯍꯥꯇꯤꯒꯤ
ফিটিংশীংগী,ꯐꯤꯇꯤꯡꯁꯤꯡꯒꯤ
পফোর্মেন্স,ꯄꯐꯣꯔꯃꯦꯟꯁ
সর্ক্যুলেট,ꯁꯔꯀꯌ꯭ꯨꯂꯦꯠ
রিভোল্যুসন,ꯔꯤꯚꯣꯂꯌ꯭ꯨꯁꯟ
প্রসিদেন্ট,ꯄꯔ꯭ꯁꯤꯗꯦꯟꯇ
উচেক্শিংগী,ꯎꯆꯦꯛꯁꯤꯡꯒꯤ
তৌরিবশীংবু,ꯇꯧꯔꯤꯕꯁꯤꯡꯕꯨ
সার্ভিসশিং,ꯁꯥꯔꯚꯤꯁꯁꯤꯡ
ওর্দরশীংগী,ꯑꯣꯔꯗꯔꯁꯤꯡꯒꯤ
ওথোরিতিশীং,ꯑꯣꯊꯣꯔꯤꯇꯤꯁꯤꯡ
হারভেষ্টিং,ꯍꯥꯔꯚꯦꯁꯇꯤꯡ
ফনেল্লিংগী,ꯐꯅꯦꯜꯂꯤꯡꯒꯤ
মুৎখিগদ্রা,ꯃꯨꯠꯈꯤꯒꯗꯔ꯭ꯥ
ফোর্মেত্তা,ꯐꯣꯔꯃꯦꯠꯇꯥ
স্ক্রুটিনি,ꯁꯀ꯭ꯔ꯭ꯨꯇꯤꯅꯤ
তৌমিন্নবগী,ꯇꯧꯃꯤꯟꯅꯕꯒꯤ
ফিজিকেল্লী,ꯐꯤꯖꯤꯀꯦꯜꯂꯤ
ইন্টরলোকিং,ꯏꯟꯇꯔꯂꯣꯀꯤꯡ
প্রিন্টশীং,ꯄꯔ꯭ꯤꯟꯇꯁꯤꯡ
থ্রেসহোল্ড,ꯊꯔ꯭ꯦꯁꯍꯣꯜꯗ
লাউথোক্কনি,ꯂꯥꯎꯊꯣꯛꯀꯅꯤ
মক্তবশিংগী,ꯃꯛꯇꯕꯁꯤꯡꯒꯤ
পাংথোক্কনু,ꯄꯥꯡꯊꯣꯛꯀꯅꯨ
থাদোক্খ্রে,ꯊꯥꯗꯣꯛꯈꯔ꯭ꯦ
রিসসাইটেসন,ꯔꯤꯁꯁꯥꯏꯇꯦꯁꯟ
আর্কিওলোজি,ꯑꯥꯔꯀꯤꯑꯣꯂꯣꯖꯤ
জিওগ্রাফিক,ꯖꯤꯑꯣꯒꯔ꯭ꯥꯐꯤꯛ
খুম্ননিংদে,ꯈꯨꯝꯅꯅꯤꯡꯗꯦ
লায়েংশীংগী,ꯂꯥꯌꯦꯡꯁꯤꯡꯒꯤ
লৈখিদ্রবগী,ꯂꯩꯈꯤꯗꯔ꯭ꯕꯒꯤ
ক্বান্টিটি,ꯀꯋ꯭ꯥꯟꯇꯤꯇꯤ
ওঝাশিংবুসু,ꯑꯣꯓꯥꯁꯤꯡꯕꯨꯁꯨ
কোর্দিনেসন,ꯀꯣꯔꯗꯤꯅꯦꯁꯟ
তুহৎপীরবদি,ꯇꯨꯍꯠꯄꯤꯔꯕꯗꯤ
কারটিলেজগী,ꯀꯥꯔꯇꯤꯂꯦꯖꯒꯤ
এজেন্সিশীং,ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡ
তৌদ্রিঙৈগী,ꯇꯧꯗꯔ꯭ꯤꯉꯩꯒꯤ
গাড়িশিংদগী,ꯒꯥꯔꯤꯁꯤꯡꯗꯒꯤ
হায়দোক্কনু,ꯍꯥꯌꯗꯣꯛꯀꯅꯨ
কায়্রক্পবু,ꯀꯥꯌꯔ꯭ꯛꯄꯕꯨ
এক্রেদিতেদ,ꯑꯦꯀꯔ꯭ꯦꯗꯤꯇꯦꯗ
অথিংঅয়েত্,ꯑꯊꯤꯡꯑꯌꯦꯠ
অমাংঅতাদগী,ꯑꯃꯥꯡꯑꯇꯥꯗꯒꯤ
এন্দপোইন্ট,ꯑꯦꯟꯗꯄꯣꯏꯟꯇ
শিজিন্নবগে,ꯁꯤꯖꯤꯟꯅꯕꯒꯦ
ওথোরিতিশিং,ꯑꯣꯊꯣꯔꯤꯇꯤꯁꯤꯡ
বাউন্ডরিগী,ꯕꯥꯎꯟꯗꯔꯤꯒꯤ
মেলেরিয়াগী,ꯃꯦꯂꯦꯔꯤꯌꯥꯒꯤ
ন্বারোইশিন,ꯅꯋ꯭ꯥꯔꯣꯏꯁꯤꯟ
ষ্টোরশীংগী,ꯁꯇ꯭ꯣꯔꯁꯤꯡꯒꯤ
পরিক্ষাদসু,ꯄꯔꯤꯛꯁꯥꯗꯁꯨ
রিলাক্সেসন,ꯔꯤꯂꯥꯛꯁꯦꯁꯟ
